"ProcessFamily","Source","Subprocess","AppId","AppName","AppType","Role","ReleaseAnchor","PublicCloud2602","Catalog","Component","UsageType","MexicoRelevant","ValidationStatus","SourceFile"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Billing schedule","F1518","Schedule Billing Release","Transactional","Billing Clerk","S32PCE","Si","SAP_SD_BC_BIL_SCHEDULE","SD-BIL","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","CFDI Mexico","CFDI_MONITOR","Manage Digital Invoices - Mexico","SAP GUI","Tax / localization owner","S32PCE","Validar","Validar por localizacion","FI-LOC-SD-MX","Mexico overlay","Yes","Mexico fiscal validation required","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Clearing","F0773","Clear Incoming Payments","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_CLEARING","FI-FIO-AR-TRA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Clearing","F2626","Assign Open Items","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_CLEARING","FI-FIO-AR","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Collections","F0380","Process Collections Worklist","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_COLWL","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Collections analytics","F2925","Cash Collection Tracker - Accounts Receivable","Analytical","Accounts Receivable Manager","S32PCE","Si","SAP_SFIN_BC_AR_ANALYTICS","FI-FIO-AR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Collections analytics","F3182","Cash Collection Tracker - Collections Management","Analytical","Accounts Receivable Manager","S32PCE","Si","SAP_SFIN_BC_AR_COL_ANALY","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Collections contacts","F4708","Manage Collection Contact Persons","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_COLWL","FIN-FIO-CCD-COL","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Collections email","F6120","Manage Collections Emails","Transactional","Others","S32PCE","Si","SAP_SFIN_BC_AR_COLWL","FIN-FIO-CCD-COL","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Collections master data","F5400","Manage Collections Master Data","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_COL_SETTING","FIN-FIO-CCD-COL","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Collections strategy","F2946","Manage Collection Strategies","Transactional","Accounts Receivable Manager","S32PCE","Si","SAP_SFIN_BC_AR_COL_SETTING","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Collections supervisor","F2375","Supervise Collections Worklist","Transactional","Accounts Receivable Manager","S32PCE","Si","SAP_SFIN_BC_AR_SUP_COLWL","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Confirmacion requerida","F5308","Sales Order Items - Confirmed as Requested","Analytical","Others","S32PCE","Si","SAP_SD_BC_SALES_ANLYTS_OP","SD-ANA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Contrato cambio masivo","F5275","Mass Change of Sales Contracts","Transactional","Internal Sales Representative","S32PCE","Si","SAP_SD_BC_MCC_SLSDOC","SD-SLS-MCC","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Contrato de venta","F1851","Manage Sales Contracts","Transactional","Internal Sales Representative","S32PCE","Si","SAP_SD_BC_CONTR_PROC_OP","SD-SLS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Contrato de venta","F5987","Manage Sales Contracts - Version 2","Transactional","Others","S32PCE","Si","SAP_SD_BC_CONTR_PROC_OP","SD-SLS-OA-CCO","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Cotizacion","F1852","Manage Sales Quotations","Transactional","Internal Sales Representative","S32PCE","Si","SAP_SD_BC_QUOT_PROC_OP","SD-SLS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Cotizacion","F5630","Manage Sales Quotation - Version 2","Transactional","Others","S32PCE","Si","SAP_SD_BC_QUOT_PROC_OP","SD-SLS-QUT","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Cotizacion import","F6381","Import Sales Quotations","Transactional","Internal Sales Representative","S32PCE","Si","SAP_SD_BC_QTN_IMPORT","SD-SLS-IMP-SPR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Credit memo","F1989A","Manage Credit Memo Requests - Version 2","Transactional","Internal Sales Representative","S32PCE","Si","SAP_SD_BC_CMR_PROC","SD-SLS-CMR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Credit memo fact sheet","F1846","Credit Memo Request","Fact sheet","Internal Sales Representative","S32PCE","Si","SAP_SD_BC_DMR_CMR_DISPL","SD-SLS-CMR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Credito","F1751","Credit Limit Utilization (S/4HANA)","Analytical","Credit Controller","S32PCE","Si","SAP_SFIN_BC_CR_ANALYTICS","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Credito","F2541","Analyze Credit Exposure","Analytical","Credit Controller","S32PCE","Si","SAP_SFIN_BC_CR_ANALYTICS","FI-FIO-AR-ANA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Credito","F4596","Manage Credit Accounts","Transactional","Credit Controller","S32PCE","Si","SAP_SFIN_BC_CR_CREDIT_ACC","FIN-FIO-CCD-CR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Credito datos","F4825","Display Credit Account Data","Transactional","Credit Controller","S32PCE","Si","SAP_SFIN_BC_CR_DISP_DATA","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Credito decision","F5587","Manage Documented Credit Decisions","Transactional","Credit Controller","S32PCE","Si","SAP_SFIN_BC_CR_CASES","FIN-FIO-CCD-CR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Credito exposure","F4826","Display Credit Exposure","Transactional","Credit Controller","S32PCE","Si","SAP_SFIN_BC_CR_CREDIT_ACC","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Credito jobs","F3748","Schedule Credit Management Jobs","Transactional","Credit Controller","S32PCE","Si","SAP_SFIN_BC_CR_PERIODC_ACT","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Credito limit request","F5602","Manage Credit Limit Requests","Transactional","Others","S32PCE","Si","SAP_SFIN_BC_CR_CASES","FIN-FIO-CCD-CR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Credito log","F2162","Display Credit Management Log","Transactional","Credit Controller","S32PCE","Si","SAP_SFIN_BC_CR_DISP_DATA","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Customer balances","F0703A","Display Customer Balances (Version 2)","Analytical","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DOC_PROC","FI-FIO-AR-IS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Customer line items","F0711","Manage Customer Line Items","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DOC_PROC","FI-FIO-AR-IS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Customer line items fallback","FBL5N","Manage Customer Line Items - FBL5N","SAP GUI","Other / validate","S32PCE","No / validar","Without Catalog Assignment","FI-GL-IS","Controlled fallback","Review if used","Fallback; tenant and role validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Customer list","F2640","Display Customer List","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DOC_PROC","FI-FIO-AR-IS","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Customer master","F0046A","Customer Master FactSheets","Fact sheet","Master Data Specialist - Business Partner Data","S32PCE","Si","SAP_CMD_BC_CUSTOMER_DSP","LO-MD-FIO-CM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Customer master","F0850A","Manage Customer Master Data","Transactional","Master Data Specialist - Business Partner Data","S32PCE","Si","SAP_CMD_BC_CUSTOMER_MAINT","LO-MD-FIO-CM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Customer material","F2499","Manage Customer Materials","Transactional","Internal Sales Representative","S32PCE","Si","SAP_SD_BC_MD_MANAGE","SD-MD-AM-CMI","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Devolucion create","F2651","Manage Customer Returns - Create","Transactional","Returns and Refund Clerk","S32PCE","Si","SAP_SD_BC_RETURNS_PROC","SD-SLS-RE","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Devolucion refund","F2652","Manage Customer Returns - Refund","Transactional","Returns and Refund Clerk","S32PCE","Si","SAP_SD_BC_RETURNS_PROC","SD-SLS-RE","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Devoluciones","F1708","Manage Customer Returns","Transactional","Returns and Refund Clerk","S32PCE","Si","SAP_SD_BC_RETURNS_PROC","SD-SLS-RE","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Devoluciones","F4832","Manage Customer Returns - Version 2","Transactional","Returns and Refund Clerk","S32PCE","Si","SAP_SD_BC_RETURNS_PROC","SD-SLS-RE","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Disputes","F0702A","Manage Dispute Cases (Version 2)","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DISPUTE_RES","FIN-FIO-CCD-COL","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Disputes aging","F2540","Overdue Receivables in Dispute","Analytical","Accounts Receivable Manager","S32PCE","Si","SAP_SFIN_BC_AR_DM_ANALYTIC","FI-FIO-AR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Disputes analytics","F1752","Open Disputes","Analytical","Accounts Receivable Manager","S32PCE","Si","SAP_SFIN_BC_AR_DM_ANALYTIC","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Disputes analytics","F2521","Solved Disputes","Analytical","Accounts Receivable Manager","S32PCE","Si","SAP_SFIN_BC_AR_DM_ANALYTIC","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Disputes analytics","F2522","Processing Days of Open Disputes","Analytical","Accounts Receivable Manager","S32PCE","Si","SAP_SFIN_BC_AR_DM_ANALYTIC","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Disputes analytics","F2523","New Versus Solved Disputes","Analytical","Accounts Receivable Manager","S32PCE","Si","SAP_SFIN_BC_AR_DM_ANALYTIC","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Disputes jobs","F3578","Schedule Dispute Management Jobs","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DM_PERIOACT","FIN-FIO-CCD","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Disputes proposals","F5999","Manage Assignment Proposals for Dispute Cases","Transactional","Others","S32PCE","Si","SAP_SFIN_BC_AR_DM_REPROC","FIN-FIO-CCD-COL","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","DRC","F5218","Manage Document and Reporting Compliance","Transactional","Tax / localization owner","S32PCE","Validar","Validar por localizacion","CA-GTF-CSC-DRC-DSH","Mexico overlay","Yes","Mexico fiscal validation required","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Dunning","F2328","Display Dunning History","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DUNNING","FI-FIO-AR","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Dunning","F2435","My Dunning Proposals","Transactional","Accounts Receivable Accountant","S32PCE","Si","SAP_SFIN_BC_AR_DUNNING","FI-FIO-AR","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Dunning analytics","F1742","Dunning Level Distribution (S/4HANA)","Analytical","Accounts Receivable Manager","S32PCE","Si","SAP_SFIN_BC_AR_ANALYTICS","FI-FIO-AR-ANA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","eDocument Mexico","EDOC_MX_COMP_INV","Assign Complement Types to Customers - Mexico eInvoice","SAP GUI","Tax / localization owner","S32PCE","Validar","Validar por localizacion","CA-GTF-CSC-EDO-MX","Mexico overlay","Yes","Mexico fiscal validation required","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","eDocument Mexico","EDOC_MX_PROD_INV","Map Product Hierarchy Nodes to Product Codes of Tax Authorities - Mexico eInvoice","SAP GUI","Tax / localization owner","S32PCE","Validar","Validar por localizacion","CA-GTF-CSC-EDO-MX","Mexico overlay","Yes","Mexico fiscal validation required","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","eDocument Mexico","EDOC_MX_SUMMARY","Create Consolidated eDocuments - Mexico","SAP GUI","Tax / localization owner","S32PCE","Validar","Validar por localizacion","CA-GTF-CSC-EDO-MX","Mexico overlay","Yes","Mexico fiscal validation required","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Entrega","F0867A","Manage Outbound Deliveries","Transactional","Shipping Specialist","S32PCE","Si","SAP_LE_BC_OBDLV_PROC","LE-SHP-FIO","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Entrega","F0869A","Create Outbound Deliveries - From Sales Orders","Transactional","Shipping Specialist","S32PCE","Si","SAP_LE_BC_OBDLV_PROC","LE-SHP-FIO","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Entrega","F3487","Create Delivery with Reference to Sales Order","Transactional","Shipping Specialist","S32PCE","Si","SAP_LE_BC_OBDLV_PROC","LE-SHP-FIO","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Entrega fact sheet","F0233A","Outbound Delivery (S/4HANA)","Fact sheet","Shipping Specialist","S32PCE","Si","SAP_LE_BC_OBDLV_DISPLAY","LE-SHP-FIO-OBP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Entrega fallback","VL01N","Create Outbound Delivery - With Order Reference","SAP GUI","Other / validate","S32PCE","Si","SAP_LE_BC_OD_PROC","LE-SHP-GF","Controlled fallback","Review if used","Fallback; tenant and role validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Entrega fallback","VL02N","Change Outbound Delivery, Change Returns Delivery","SAP GUI","Other / validate","S32PCE","Si","SAP_LE_BC_OD_PROC","LE-SHP-GF","Controlled fallback","Review if used","Fallback; tenant and role validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Entrega fallback","VL03N","Display Outbound Delivery, Display Returns Delivery","SAP GUI","Other / validate","S32PCE","Si","SAP_LE_BC_OBDLV_DISPLAY","LE-SHP-GF","Controlled fallback","Review if used","Fallback; tenant and role validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Excepciones fulfillment","F0029A","Sales Order Fulfillment Issues (Version 2)","Transactional, Analytical","Internal Sales Representative","S32PCE","Si","SAP_SD_BC_SLS_ORD_MNTRG","SD-FIO-HBA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Factura fact sheet","F1901","Billing Document","Fact sheet","Billing Clerk","S32PCE","Si","SAP_SD_BC_BIL_DOC_DISPL","SD-FIO-BIL","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Facturacion","F0797","Manage Billing Documents","Transactional","Billing Clerk","S32PCE","Si","SAP_SD_BC_BIL_DOC","SD-FIO-BIL","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Facturacion","F0798","Create Billing Documents","Transactional","Billing Clerk","S32PCE","Si","SAP_SD_BC_BIL_DOC","SD-FIO-BIL","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Facturacion fallback","VF01","Create Billing Documents, Create Billing Documents - VF01","SAP GUI","Other / validate","S32PCE","Si","SAP_SD_BC_BIL_DOC","SD-BIL","Controlled fallback","Review if used","Fallback; tenant and role validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
"Lead-to-Cash / Order-to-Cash","O2C/L2C","Facturacion fallback","VF02","Change Billing Documents","SAP GUI","Other / validate","S32PCE","Si","SAP_SD_BC_BIL_DOC","SD-BIL","Controlled fallback","Review if used","Fallback; tenant and role validation pending","docs/deliverables/s4hana-fiori-o2c-l2c-app-inventory.md"
